20201118,工业园区,湖西CBD,高楼层采光无遮挡，视野开阔，三房朝南，精装保养好新上,858万,高楼层(共27层)                                                3室2厅 | 155.85平米                                  | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_2kURVgTCe_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,金鸡湖畔 叠加别墅 单价低 诚意卖，看房方便,848万,中楼层(共6层)                                                4室2厅 | 253.5平米                                  | 南,https://ke-image.ljcdn.com/shfdfs-image/20170908/4dd29a79-88f1-46e3-b93f-b7fc9fb989d2.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,湖西cbd  董事汇带独立阳台 精装带软装 视野开阔,500万,高楼层(共28层)                                                1室1厅 | 93平米                                  | 南,https://ke-image.ljcdn.com/hdic-frame/2160b281-acbe-4469-bd04-58a366752ac4.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,必看房源 小区中间位置 3房景观房,630万,低楼层(共9层)                                                3室2厅 | 140.2平米                                  | 南,https://ke-image.ljcdn.com/hdic-frame/291de692-857d-4984-960b-969c7e4eadca.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,湖西商务区 星海小面积 一室户 诚意出售,460万,高楼层(共41层)                                                1室1厅 | 58.25平米                                  | 西,https://ke-image.ljcdn.com/hdic-frame/51067b1d-fe18-47cf-82ef-537ab218acc7.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,中茵皇冠大平层   前排无遮挡   楼层好   视野好,2000万,低楼层(共21层)                                                4室2厅 | 283.75平米                                  | 南,https://ke-image.ljcdn.com/hdic-frame/3d804f5c-414c-40e6-97ac-94bc89082c86.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,都市花园 洋房 中层 140平 588W 房东诚信出售,588万,中楼层(共9层)                                                3室2厅 | 140.37平米                                  | 南,https://ke-image.ljcdn.com/320500-inspection/e86f0001-1772-46ee-ab49-cdc0d2ccbedb.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,环球188 1室1厅 东,615万,中楼层(共56层)                                                1室1厅 | 105.89平米                                  | 东,https://ke-image.ljcdn.com/hdic-frame/60fb2a4d-5ecf-418b-a442-438cf19169ed.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,湖西好地段 户型方正 两房两卫 卖房去外地发展 诚意,528万,高楼层(共24层)                                                2室2厅 | 125平米                                  | 东南,https://ke-image.ljcdn.com/320500-inspection/dd1928ba-5476-4eb7-b546-82ccd4e72754.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,户型好 大阳台  楼层好视野无遮挡,420万,高楼层(共24层)                                                1室2厅 | 65平米                                  | 南,https://ke-image.ljcdn.com/320500-frame/1df36801-5bab-41e2-83e3-acd7b5136316.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,呼吸CBD金鸡湖湖景品质住宅 近星海 业主诚售,588万,高楼层(共47层)                                                1室1厅 | 86.73平米                                  | 东北,https://ke-image.ljcdn.com/320500-inspection/b2f6ab67-6f8b-4bb5-b0cd-affcb5503fef.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,此房屋小区景观好位置， 楼层佳 视野好，满二。,420万,中楼层(共36层)                                                1室1厅 | 79平米                                  | 北,https://ke-image.ljcdn.com/320500-frame/09d6fd3c-86f2-480e-bb05-17ff8ca4d52b.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,星海顶复，客厅挑高，看房提前预约。,980万,高楼层(共21层)                                                5室2厅 | 237平米                                  | 南,https://ke-image.ljcdn.com/320500-inspection/ed53d2f7-9087-4177-a0ee-ee70f3be88bd.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,全新家具家电 保养很好 星 海xue 区 房东诚售,570万,中楼层(共36层)                                                2室2厅 | 109.7平米                                  | 南,https://ke-image.ljcdn.com/320500-inspection/246b1578-1956-4acb-8790-9df26e78011a.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,星海片区，上下复式，全新装修，带露台，业主诚心,795万,高楼层(共5层)                                                4室2厅 | 188平米                                  | 南,https://ke-image.ljcdn.com/320500-inspection/8c0ffd1c-99c0-4867-b005-166bd1b6e6d7.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,大复式 精装修 有钥匙 星湾可用,690万,高楼层(共6层)                                                5室2厅 | 178平米                                  | 南,https://ke-image.ljcdn.com/320500-inspection/b0f656d2-f91a-466e-b927-daab8b01500b.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,满五年 全新装修 南北直通 采光无遮挡,898万,高楼层(共33层)                                                3室2厅 | 148.86平米                                  | 南,https://ke-image.ljcdn.com/shfdfs-image/20160910/cf111515-9e0d-4484-8092-3d3b6bc1602d.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,都市东区顶复精装房 实用面积大 精装随时拎包入住,725万,高楼层(共6层)                                                5室2厅 | 178平米                                  | 南,https://ke-image.ljcdn.com/320500-inspection/69174058-d52d-4705-8988-82d9bd2e071f.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,70年产权，精装湖景房，xinghai，地铁口，诚意出售,749万,高楼层(共47层)                                                1室2厅 | 145平米                                  | 东南,https://ke-image.ljcdn.com/320500-inspection/26165d96-2f00-4a70-b43e-e4ff8f37a270.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,新城花园（工业园区） 4室2厅 南 北,500万,高楼层(共6层)                                                4室2厅 | 131平米                                  | 南 北,https://ke-image.ljcdn.com/320500-inspection/eeeb6519-75dc-44e2-9a4a-b67f2a32e2c0.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,小区中间位置，诚意出售，大三房两房朝南一房朝北。,825万,高楼层(共18层)                                                3室2厅 | 161.22平米                                  | 南,https://ke-image.ljcdn.com/320500-inspection/rsp_pic_upload00006ae5-2ef8-40f6-be8c-cdb042044f66.JPG!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,诚意出售             金鸡湖畔,640万,低楼层(共47层)                                                1室1厅 | 86平米                                  | 南,https://ke-image.ljcdn.com/hdic-frame/8c0775f8-db1a-4abc-830f-32cdecfc1990.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,地铁口，一楼带花园，挑空客厅，实用空间大，采光好,1180万,低楼层(共6层)                                                4室2厅 | 256平米                                  | 南 北,https://ke-image.ljcdn.com/320500-inspection/f0c0382f-3daf-4fb8-8213-57e3893a8794.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,中间位置   高楼层 采光没问题,487万,高楼层(共6层)                                                3室2厅 | 99.8平米                                  | 南,https://ke-image.ljcdn.com/320500-inspection/929c01c2-1ec1-4507-969a-c22735186bcb.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,小区中间位置，采光无影响，诚意出售,1100万,低楼层(共17层)                                                4室2厅 | 201平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/f6810d21be6654b575c25660274bb2ed-024.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,诚意出售，高楼层，可看湖景，保养好,1295万,高楼层(共21层)                                                3室2厅 | 203.72平米                                  | 东南,https://ke-image.ljcdn.com/320500-frame/4da53ebd-c57f-4b05-ac55-8da8ab59d4d4.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,星海人家，大三房，带车位，满五年，业主诚售！！,675万,高楼层(共22层)                                                3室2厅 | 129平米                                  | 南,https://ke-image.ljcdn.com/hdic-frame/9c3c6cc9-a0f9-43ae-bfd7-0448d1de7703.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,湖左岸3房2厅2卫，中等楼层，诚意出售,850万,中楼层(共24层)                                                3室2厅 | 144平米                                  | 南,https://ke-image.ljcdn.com/hdic-frame/a3ff35aa-f0af-4204-bbd4-2fc4fda043f6.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,馨都广场 ，2室2厅，看房方便。,559万,高楼层(共6层)                                                2室2厅 | 71平米                                  | 南,https://ke-image.ljcdn.com/320500-inspection/4b5cfb53-c7fc-4d94-afc1-0248a4c25554.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,湖西CBD,新城花园，精装自住房，中间楼层，满五维一,420万,中楼层(共5层)                                                3室2厅 | 95.8平米                                  | 南,https://ke-image.ljcdn.com/320500-inspection/8d56ef43-38cb-45b8-a293-6e30518c99c7.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,业主诚意出售，有湖景，房子保养好，,860万,低楼层(共18层)                                                2室2厅 | 139平米                                  | 南,https://ke-image.ljcdn.com/hdic-frame/4e989cc5-74d6-41d5-a216-71ae6cee1780.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,多加了一个房间 保养好 总价可谈 卫生间有窗,375万,低楼层(共15层)                                                1室1厅 | 46.19平米                                  | 北,https://ke-image.ljcdn.com/320500-inspection/38b8a89e-c00b-40a3-8e9e-7c69fe4aad02.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,新加花园精装上叠 中间位置 满五唯一诚意出售,850万,中楼层(共4层)                                                4室2厅 | 209平米                                  | 南,https://ke-image.ljcdn.com/320500-inspection/99811724-4b3c-42d6-a414-3f866919c942.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,天域二期 小区中间位置 全天采光 视野开阔 户型方正,960万,低楼层(共20层)                                                3室2厅 | 175.33平米                                  | 南,https://ke-image.ljcdn.com/320500-inspection/3bfb7dd0-2a12-47db-862b-53e6ace9d215.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,急售 通透三房   诚意出售   有个地下车位,728万,低楼层(共11层)                                                3室2厅 | 130平米                                  | 南 北,https://ke-image.ljcdn.com/320500-inspection/pc1_rb26S8d9h_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,四季新家园带大露台，看房有钥匙,1118万,高楼层(共5层)                                                4室2厅 | 172.29平米                                  | 南 北,https://ke-image.ljcdn.com/320500-inspection/85f2be8a-4f1a-4646-993f-2006308428aa.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,东方之门小面积公寓 诚意出售 看房提前约,420万,高楼层(共67层)                                                1室1厅 | 102.04平米                                  | 西,https://ke-image.ljcdn.com/320500-inspection/rsp_pic_uploadaee9ee96-36e1-4201-be50-3157ddab1dc4.JPG!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,苏悦一房，业主诚售，看房提前联系！,499万,高楼层(共41层)                                                1室1厅 | 58.25平米                                  | 西,https://ke-image.ljcdn.com/hdic-frame/51067b1d-fe18-47cf-82ef-537ab218acc7.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,满五唯一  带近两百平大露台 视野好有车位 诚意出售,630万,高楼层(共13层)                                                3室2厅 | 133平米                                  | 南 北,https://ke-image.ljcdn.com/320500-inspection/d21eea8d-20cc-4d28-bace-b5e6eca83a1d.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,四季新四房采光好实用面积大有超大阳光房,910万,高楼层(共5层)                                                4室2厅 | 163.89平米                                  | 南,https://ke-image.ljcdn.com/320500-inspection/feae4ec8-213f-4c54-bb0d-cee8512bbdd4.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,业主诚意出售，降价20万，有客户看中可沟通,430万,中楼层(共5层)                                                3室1厅 | 96平米                                  | 南,https://ke-image.ljcdn.com/320500-inspection/c81f4a2a-863b-49ea-9a87-928a9c212137.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,业主诚意出售 看房方便 星海随时可以,415万,高楼层(共11层)                                                1室1厅 | 47.11平米                                  | 南,https://ke-image.ljcdn.com/320500-inspection/8a241f12-4208-4cc6-b8a6-d59f8f125ec3.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
